410	3	894	1
1317	3	150	1
902	6	837	1
1053	2	831	1
632	3	864	1
907	3	235	1
1053	2	1533	1
346	3	235	1
342	2	587	1
1110	2	1533	1
1115	2	235	1
1410	5	288	1
68	2	1042	1
1049	3	721	1
663	2	894	1
195	3	485	1
1374	3	711	1
0	3	894	1
131	3	991	1
997	2	730	1
1662	3	1316	1
1253	3	1002	1
1383	3	235	1
777	3	864	1
1156	3	794	1
804	3	864	1
68	2	831	1
356	2	575	1
322	2	1420	1
1049	3	926	1
290	2	894	1
1285	6	550	1
804	3	894	1
195	3	894	1
327	3	1533	1
1088	3	235	1
804	3	852	1
131	3	758	1
1411	3	1533	1
632	3	1533	1
902	6	484	1
329	2	206	1
1049	6	329	1
1680	3	894	1
1156	3	1629	1
907	3	711	1
612	6	1197	1
381	2	894	1
1049	3	160	1
329	2	1516	1
1151	2	711	1
288	2	730	1
196	3	1533	1
907	3	864	1
1151	2	150	1
899	3	253	1
327	3	1629	1
1322	3	805	1
332	3	1048	1
1156	3	387	1
574	2	1533	1
1151	2	1629	1
728	3	711	1
899	3	1552	1
381	2	831	1
804	3	1629	1
817	3	794	1
484	2	864	1
1317	3	235	1
1322	3	1420	1
1049	6	1151	1
97	3	831	1
874	3	417	1
1131	3	894	1
637	2	1679	1
1282	2	864	1
1285	6	1197	1
933	2	150	1
612	3	1296	1
1088	3	864	1
899	3	1048	1
1322	3	1002	1
632	3	711	1
146	2	894	1
346	3	805	1
899	3	755	1
429	3	235	1
1570	2	1516	1
804	3	831	1
329	2	711	1
1110	2	864	1
1115	2	1629	1
838	2	485	1
1156	3	289	1
381	2	864	1
375	3	1629	1
1322	6	1151	1
329	2	150	1
899	6	1024	1
997	2	894	1
1110	2	831	1
131	3	1167	1
1131	3	1316	1
902	3	711	1
739	3	864	1
1072	3	235	1
292	3	711	1
1662	3	387	1
329	2	758	1
899	3	980	1
838	2	575	1
1282	2	235	1
817	3	864	1
1410	6	381	1
1374	3	864	1
1493	2	758	1
1175	2	1296	1
484	2	1533	1
288	2	894	1
899	6	1151	1
627	2	794	1
195	3	852	1
373	3	758	1
346	3	1167	1
332	6	1455	1
1115	2	206	1
550	2	1296	1
329	2	1170	1
997	2	864	1
880	2	1316	1
1411	3	711	1
131	5	880	1
638	2	289	1
327	3	235	1
0	3	794	1
1049	6	1433	1
1253	3	831	1
1322	6	1115	1
899	3	1420	1
23	3	1296	1
1053	2	730	1
1433	2	575	1
1411	3	805	1
410	3	864	1
381	2	730	1
550	2	235	1
880	2	805	1
1049	3	496	1
332	3	794	1
1053	2	894	1
739	3	1629	1
997	2	1533	1
763	3	279	1
45	3	864	1
739	3	1533	1
632	3	1629	1
1131	3	1167	1
68	2	711	1
1253	3	636	1
1285	6	638	1
899	3	422	1
880	2	1408	1
140	2	587	1
1322	3	387	1
663	2	1533	1
1410	6	663	1
131	3	833	1
375	3	794	1
1049	3	587	1
322	2	485	1
837	2	831	1
739	3	794	1
356	2	160	1
1433	2	206	1
892	3	289	1
1151	2	864	1
763	3	289	1
288	2	831	1
899	3	1002	1
146	2	730	1
933	2	1629	1
373	3	1629	1
838	2	831	1
684	3	1629	1
410	3	831	1
684	3	794	1
763	3	864	1
1662	6	329	1
777	3	831	1
1197	2	235	1
1662	6	1570	1
728	6	880	1
1197	2	1296	1
1088	3	711	1
332	6	880	1
195	3	636	1
288	2	864	1
638	2	864	1
346	3	1629	1
899	5	356	1
356	2	485	1
739	3	289	1
1455	2	758	1
410	3	150	1
346	3	711	1
1285	3	1296	1
892	3	894	1
1557	3	485	1
1253	3	1042	1
1285	3	864	1
364	2	864	1
327	3	794	1
1279	1	650	1
1411	3	1629	1
1433	2	1305	1
1253	3	485	1
1285	3	794	1
326	3	894	1
1049	3	833	1
1072	3	831	1
902	3	831	1
838	2	1296	1
410	3	406	1
1374	3	235	1
1285	3	1533	1
1410	6	574	1
68	2	1002	1
1433	2	1533	1
1433	2	1629	1
1459	3	852	1
874	6	935	1
326	3	289	1
1024	2	1296	1
1151	2	1533	1
1411	3	831	1
292	3	235	1
763	3	1042	1
329	2	1296	1
1163	2	1533	1
1131	3	711	1
23	6	1175	1
574	2	894	1
1053	2	864	1
1072	3	864	1
410	3	1305	1
1317	3	1296	1
574	2	730	1
346	3	1296	1
684	3	833	1
327	3	864	1
1480	3	894	1
288	2	1533	1
1455	2	794	1
1151	2	1305	1
1322	3	857	1
1570	2	1305	1
1156	3	1533	1
933	2	758	1
332	3	387	1
1024	2	711	1
356	2	253	1
1662	3	160	1
763	3	711	1
763	3	461	1
410	3	446	1
1110	2	730	1
1253	3	857	1
68	2	1296	1
728	3	831	1
329	2	1629	1
777	6	837	1
663	2	864	1
1410	3	894	1
902	3	1533	1
1411	3	1296	1
728	3	864	1
1131	3	235	1
638	2	1533	1
1459	3	894	1
1253	3	711	1
1115	2	575	1
663	2	831	1
1024	2	864	1
638	2	794	1
429	3	831	1
364	2	894	1
410	3	289	1
899	3	857	1
329	2	1533	1
322	2	635	1
45	3	831	1
131	6	329	1
410	3	806	1
196	3	422	1
899	3	461	1
728	3	150	1
1151	2	1516	1
1285	3	1629	1
1088	3	1533	1
763	3	235	1
627	2	1516	1
1285	6	1175	1
346	3	831	1
1285	3	289	1
624	6	1571	1
332	3	1516	1
663	2	730	1
292	3	1516	1
1253	3	1296	1
804	3	235	1
1151	2	235	1
817	3	711	1
1115	2	864	1
131	3	1170	1
899	3	859	1
612	3	235	1
1455	2	150	1
874	6	1179	1
1317	3	894	1
381	2	1533	1
763	3	831	1
963	2	1420	1
1151	2	206	1
574	2	864	1
763	3	485	1
1151	2	575	1
1115	2	711	1
45	3	235	1
290	2	1316	1
1115	2	150	1
364	2	831	1
140	2	496	1
899	3	387	1
292	3	794	1
817	3	1533	1
332	6	1282	1
68	2	485	1
632	3	235	1
1072	3	150	1
1078	3	170	1
1049	3	390	1
356	2	755	1
364	2	730	1
1163	2	446	1
195	3	1420	1
933	2	711	1
1285	3	235	1
1024	2	1533	1
68	2	857	1
1455	2	1296	1
342	2	823	1
837	2	1533	1
1049	3	806	1
68	2	636	1
1383	3	1159	1
1322	3	859	1
1253	6	68	1
196	3	864	1
899	3	1408	1
841	5	650	1
817	3	235	1
1411	3	235	1
1433	2	1516	1
322	2	150	1
574	2	831	1
195	3	864	1
777	3	1533	1
1662	3	253	1
1049	3	823	1
356	2	711	1
292	3	864	1
1317	3	852	1
1110	2	894	1
997	2	831	1
804	3	711	1
196	5	837	1
933	2	1170	1
1024	2	422	1
364	2	1533	1
1115	2	1533	1
963	2	575	1
195	3	831	1
1411	3	1167	1
290	2	1167	1
1028	2	1679	1
1253	3	235	1
484	2	831	1
933	2	235	1
1322	3	160	1
933	2	1296	1
1049	6	140	1
327	3	711	1
1493	2	150	1
410	3	485	1
1115	2	1516	1
1024	2	235	1
329	2	1305	1
880	2	1420	1
963	2	1516	1
484	2	235	1
429	3	485	1
1570	2	150	1
23	6	1197	1
632	3	794	1
838	2	711	1
638	2	1629	1
684	3	289	1
131	6	1493	1
410	3	1629	1
777	3	235	1
1383	3	864	1
290	2	711	1
963	2	758	1
1455	2	1516	1
1433	2	864	1
1115	2	1305	1
817	3	1629	1
410	3	894	2
1317	3	150	2
902	6	837	2
1053	2	831	2
632	3	864	2
907	3	235	2
1053	2	1533	2
346	3	235	2
342	2	587	2
1110	2	1533	2
1115	2	235	2
1410	5	288	2
68	2	1042	2
1049	3	721	2
663	2	894	2
195	3	485	2
1374	3	711	2
0	3	894	2
131	3	991	2
997	2	730	2
1662	3	1316	2
1253	3	1002	2
1383	3	235	2
777	3	864	2
1156	3	794	2
804	3	864	2
68	2	831	2
356	2	575	2
322	2	1420	2
1049	3	926	2
290	2	894	2
1285	6	550	2
804	3	894	2
195	3	894	2
327	3	1533	2
1088	3	235	2
804	3	852	2
131	3	758	2
1411	3	1533	2
632	3	1533	2
902	6	484	2
329	2	206	2
1049	6	329	2
1680	3	894	2
1156	3	1629	2
907	3	711	2
612	6	1197	2
381	2	894	2
1049	3	160	2
329	2	1516	2
1151	2	711	2
288	2	730	2
196	3	1533	2
907	3	864	2
1151	2	150	2
899	3	253	2
327	3	1629	2
1322	3	805	2
332	3	1048	2
1156	3	387	2
574	2	1533	2
1151	2	1629	2
728	3	711	2
899	3	1552	2
381	2	831	2
804	3	1629	2
817	3	794	2
484	2	864	2
1317	3	235	2
1322	3	1420	2
1049	6	1151	2
97	3	831	2
874	3	417	2
1131	3	894	2
637	2	1679	2
1282	2	864	2
1285	6	1197	2
933	2	150	2
612	3	1296	2
1088	3	864	2
899	3	1048	2
1322	3	1002	2
632	3	711	2
146	2	894	2
346	3	805	2
899	3	755	2
429	3	235	2
1570	2	1516	2
804	3	831	2
329	2	711	2
1110	2	864	2
1115	2	1629	2
838	2	485	2
1156	3	289	2
381	2	864	2
375	3	1629	2
1322	6	1151	2
329	2	150	2
899	6	1024	2
997	2	894	2
1110	2	831	2
131	3	1167	2
1131	3	1316	2
902	3	711	2
739	3	864	2
1072	3	235	2
292	3	711	2
1662	3	387	2
329	2	758	2
899	3	980	2
838	2	575	2
1282	2	235	2
817	3	864	2
1410	6	381	2
1374	3	864	2
1493	2	758	2
1175	2	1296	2
484	2	1533	2
288	2	894	2
899	6	1151	2
627	2	794	2
195	3	852	2
373	3	758	2
346	3	1167	2
332	6	1455	2
1115	2	206	2
550	2	1296	2
329	2	1170	2
997	2	864	2
880	2	1316	2
1411	3	711	2
131	5	880	2
638	2	289	2
327	3	235	2
0	3	794	2
1049	6	1433	2
1253	3	831	2
1322	6	1115	2
899	3	1420	2
23	3	1296	2
1053	2	730	2
1433	2	575	2
1411	3	805	2
410	3	864	2
381	2	730	2
550	2	235	2
880	2	805	2
1049	3	496	2
332	3	794	2
1053	2	894	2
739	3	1629	2
997	2	1533	2
763	3	279	2
45	3	864	2
739	3	1533	2
632	3	1629	2
1131	3	1167	2
68	2	711	2
1253	3	636	2
1285	6	638	2
899	3	422	2
880	2	1408	2
140	2	587	2
1322	3	387	2
663	2	1533	2
1410	6	663	2
131	3	833	2
375	3	794	2
1049	3	587	2
322	2	485	2
837	2	831	2
739	3	794	2
356	2	160	2
1433	2	206	2
892	3	289	2
1151	2	864	2
763	3	289	2
288	2	831	2
899	3	1002	2
146	2	730	2
933	2	1629	2
373	3	1629	2
838	2	831	2
684	3	1629	2
410	3	831	2
684	3	794	2
763	3	864	2
1662	6	329	2
777	3	831	2
1197	2	235	2
1662	6	1570	2
728	6	880	2
1197	2	1296	2
1088	3	711	2
332	6	880	2
195	3	636	2
288	2	864	2
638	2	864	2
346	3	1629	2
899	5	356	2
356	2	485	2
739	3	289	2
1455	2	758	2
410	3	150	2
346	3	711	2
1285	3	1296	2
892	3	894	2
1557	3	485	2
1253	3	1042	2
1285	3	864	2
364	2	864	2
327	3	794	2
1279	1	650	2
1411	3	1629	2
1433	2	1305	2
1253	3	485	2
1285	3	794	2
326	3	894	2
1049	3	833	2
1072	3	831	2
902	3	831	2
838	2	1296	2
410	3	406	2
1374	3	235	2
1285	3	1533	2
1410	6	574	2
68	2	1002	2
1433	2	1533	2
1433	2	1629	2
1459	3	852	2
874	6	935	2
326	3	289	2
1024	2	1296	2
1151	2	1533	2
1411	3	831	2
292	3	235	2
763	3	1042	2
329	2	1296	2
1163	2	1533	2
1131	3	711	2
23	6	1175	2
574	2	894	2
1053	2	864	2
1072	3	864	2
410	3	1305	2
1317	3	1296	2
574	2	730	2
346	3	1296	2
684	3	833	2
327	3	864	2
1480	3	894	2
288	2	1533	2
1455	2	794	2
1151	2	1305	2
1322	3	857	2
1570	2	1305	2
1156	3	1533	2
933	2	758	2
332	3	387	2
1024	2	711	2
356	2	253	2
1662	3	160	2
763	3	711	2
763	3	461	2
410	3	446	2
1110	2	730	2
1253	3	857	2
68	2	1296	2
728	3	831	2
329	2	1629	2
777	6	837	2
663	2	864	2
1410	3	894	2
902	3	1533	2
1411	3	1296	2
728	3	864	2
1131	3	235	2
638	2	1533	2
1459	3	894	2
1253	3	711	2
1115	2	575	2
663	2	831	2
1024	2	864	2
638	2	794	2
429	3	831	2
364	2	894	2
410	3	289	2
899	3	857	2
329	2	1533	2
322	2	635	2
45	3	831	2
131	6	329	2
410	3	806	2
196	3	422	2
899	3	461	2
728	3	150	2
1151	2	1516	2
1285	3	1629	2
1088	3	1533	2
763	3	235	2
627	2	1516	2
1285	6	1175	2
346	3	831	2
1285	3	289	2
624	6	1571	2
332	3	1516	2
663	2	730	2
292	3	1516	2
1253	3	1296	2
804	3	235	2
1151	2	235	2
817	3	711	2
1115	2	864	2
131	3	1170	2
899	3	859	2
612	3	235	2
1455	2	150	2
874	6	1179	2
1317	3	894	2
381	2	1533	2
763	3	831	2
963	2	1420	2
1151	2	206	2
574	2	864	2
763	3	485	2
1151	2	575	2
1115	2	711	2
